"station.name","latitude","longitude"
"W 106 St & Central Park West",40.7981856,-73.9605909006
"Cumberland St & Lafayette Ave",40.68753406,-73.97265183
"E 109 St & 3 Ave",40.79329668,-73.9432083
"E 51 St & 1 Ave",40.75455731,-73.96592976
"E 102 St & 1 Ave",40.7869946,-73.94164802
"Franklin Ave & St Marks Ave",40.6758324,-73.9561677
"Greene Ave & Throop Ave",40.6894932,-73.942061
"Graham Ave & Herbert St",40.71929301,-73.94500379
"Duane St & Greenwich St",40.71748752,-74.0104554
"Monroe St & Tompkins Ave",40.686203,-73.944694
"Hoyt St & Warren St",40.6843549,-73.98901629
"Broadway & W 122 St",40.8120562,-73.9612547
"Union St & Nevins St",40.6790979972168,-73.9876547455788
"Fulton St & Rockwell Pl",40.688226,-73.979382
"Carroll St & Washington Ave",40.6686744,-73.9618148
"14 St & 7 Ave",40.663779,-73.98396846
"E 81 St & Park Ave",40.77677702,-73.9590097
"Hicks St & Montague St",40.69512845,-73.99595065
"Kosciuszko St & Tompkins Ave",40.69128258,-73.9452416
"E 53 St & 3 Ave",40.7576322773944,-73.9693057537079
"1 Ave & E 94 St",40.7817212,-73.94594
"Nassau St & Navy St",40.69839895,-73.98068914
"5 Ave & E 29 St",40.7451677,-73.98683077
"1 Ave & E 78 St",40.77140426,-73.9535166
"31 St & 35 Ave",40.7582046469676,-73.9283215999603
"W 15 St & 10 Ave",40.742753828659,-74.0074735879898
"Frederick Douglass Blvd & W 112 St",40.801694,-73.957145
"E 95 St & 3 Ave",40.7849032,-73.950503
"E 81 St & York Ave",40.7728384,-73.94989233
"W 113 St & Broadway",40.805973,-73.964928
"West End Ave & W 107 St",40.8021174,-73.9681805305
"E 39 St & 3 Ave",40.7489006,-73.97604882
"Laight St & Hudson St",40.72185379,-74.00771779
"W 42 St & Dyer Ave",40.7589848139963,-73.9937996864319
"Butler St & Court St",40.6849894,-73.99440329
"Myrtle Ave & Lewis Ave",40.69681963,-73.93756926
"Cathedral Pkwy & Broadway",40.804213,-73.96699104
"Washington Park",40.6917823,-73.9737299
"E 51 St & Lexington Ave",40.75714758,-73.97207836
"E 118 St & Madison Ave",40.8014866,-73.9442507
"Brooklyn Bridge Park - Pier 2",40.69878,-73.99712
"W 26 St & 8 Ave",40.74734825,-73.99723551
"Franklin St & W Broadway",40.71911552,-74.00666661
"Broadway & Battery Pl",40.70463334,-74.01361706
"Bond St & Fulton St",40.6896218879033,-73.9830426871777
"Rivington St & Ridge St",40.71850211,-73.98329859
"Cherry St",40.71219906,-73.97948148
"E 65 St & 2 Ave",40.7647185194434,-73.962220698595
"West End Ave & W 94 St",40.7941654,-73.974124
"Water - Whitehall Plaza",40.70255065,-74.0127234
"DeKalb Ave & S Portland Ave",40.68981035,-73.97493121
"W 64 St & West End Ave",40.77452835,-73.98753759
"West St & Chambers St",40.71754834,-74.01322069
"Central Park North & Adam Clayton Powell Blvd",40.799484,-73.955613
"W 67 St & Broadway",40.77492513,-73.98266566
"6 Ave & Spring St",40.7252556952547,-74.0041208267212
"Murray St & Greenwich St",40.7148515052625,-74.0112233161926
"West Drive & Prospect Park West",40.6610633719006,-73.9794525504112
"Pleasant Ave & E 116 St",40.7949879,-73.9333349
"E 55 St & 2 Ave",40.75797322,-73.96603308
"7 St & 5 Ave",40.6704922,-73.98541675
"St Johns Pl & Washington Ave",40.6737236,-73.9631611
"Henry St & Degraw St",40.6847514,-73.99917254
"E 55 St & Lexington Ave",40.75968085,-73.97031366
"Clinton Ave & Flushing Ave",40.69794,-73.96986848
"Fulton St & Grand Ave",40.68223166,-73.9614583
"Madison Ave & E 120 St",40.80295,-73.942954
"3 St & 7 Ave",40.6703837,-73.97839676
"14 St & 5 Ave",40.666287,-73.98895053
"Riverside Dr & W 72 St",40.7805779901033,-73.9856243133545
"Willoughby Ave & Tompkins Ave",40.69425403,-73.94626915
"E 33 St & 5 Ave",40.74765947,-73.98490707
"E 89 St & 3 Ave",40.7806284,-73.9521667
"Park Ave & St Edwards St",40.69608941,-73.97803415
"Sigourney St & Columbia St",40.6726724341095,-74.0087952464819
"Smith St & 9 St",40.6746957,-73.99785768
"Broadway & Whipple St",40.7016657,-73.9437303
"Schermerhorn St & 3 Ave",40.6868082050343,-73.9803618192673
"E 53 St & Madison Ave",40.7597108,-73.97402311
"State St & Smith St",40.68926942,-73.98912867
"Riverside Blvd & W 67 St",40.777507027548,-73.9888858795166
"21 St & 31 Dr",40.7659,-73.930819
"11 Ave & W 59 St",40.771522,-73.990541
"Johnson St & Gold St",40.69474881,-73.98362464
"Kosciuszko St & Nostrand Ave",40.69072549,-73.95133465
"Pearl St & Anchorage Pl",40.70281858,-73.98765762
"University Pl & E 8 St",40.7314372408523,-73.9949034154415
"Lenox Ave & W 111 St",40.7987859,-73.9523
"Eastern Pkwy & Washington Ave",40.6716493,-73.9631145
"2 Ave & 9 St",40.6724811,-73.99331394
"West Thames St",40.70834698,-74.01713445
"W 104 St & Amsterdam Ave - 1",40.7989937,-73.9662173778
"Columbia Heights & Cranberry St",40.70037867,-73.99548059
"3 Ave & 14 St",40.6685455,-73.99333264
"37 Ave & 35 St",40.7531106,-73.9279917
"President St & Henry St",40.6828003,-73.99990419
"Amsterdam Ave & W 119 St",40.8086249,-73.9596214
"Grand Ave & Bergen St",40.678045,-73.962408
"W 88 St & West End Ave",40.7902541733042,-73.9771834015846
"W 59 St & 10 Ave",40.770513,-73.988038
"Barclay St & Church St",40.71291224,-74.01020234
"William St & Pine St",40.70717936,-74.00887308
"E 82 St & East End Ave",40.7724607,-73.9468208
"Hope St & Union Ave",40.71167351,-73.95141312
"S 4 St & Rodney St",40.70934,-73.95608
"Underhill Ave & Lincoln Pl",40.6740123,-73.9671457
"Clinton St & Joralemon St",40.69239502,-73.99337909
"Adelphi St & Myrtle Ave",40.69308257,-73.97178913
"4 Ave & 9 St",40.6705135,-73.98876585
"19 St & 24 Ave",40.7774552,-73.9225403
"Park Ave & E 124 St",40.8045555,-73.9396861
"Degraw St & Hoyt St",40.681990442707,-73.9907902479172
"Classon Ave & St Marks Ave",40.6765198,-73.9596082
"Central Park W & W 96 St",40.79127,-73.964839
"Lenox Ave & W 115 St",40.8011939,-73.9500739
"Cadman Plaza E & Tillary St",40.69597683,-73.99014892
"E 93 St & 2 Ave",40.7824541752799,-73.9489196240902
"21 St & 36 Ave",40.7601853,-73.9362726
"Underhill Ave & Pacific St",40.6804836,-73.9646795
"Front St & Gold St",40.70224,-73.982578
"Douglass St & 4 Ave",40.6792788,-73.98154004
"Bus Slip & State St",40.701907,-74.013942
"Court St & Nelson St",40.6763947,-73.99869893
"Old Fulton St",40.70277159,-73.99383605
"Clermont Ave & Park Ave",40.69573398,-73.97129668
"Prospect Pl & 6 Ave",40.6793307,-73.97519523
"Leonard St & Boerum St",40.70583339,-73.94644578
"Franklin Ave & Empire Blvd",40.66314,-73.9605695
"W 84 St & Broadway",40.7867947,-73.977112
"Vesey Pl & River Terrace",40.7153379,-74.01658354
"Rogers Ave & Sterling St",40.6630619,-73.9538746
"Pacific St & Nevins St",40.6853761,-73.98302136
"Baltic St & 5 Ave",40.6795766,-73.97854971
"Boerum St & Broadway",40.70538077,-73.94976519
"Crescent St & Ditmars Blvd",40.7787185,-73.9145645
"2 Ave & E 99 St",40.7862586,-73.94552579
"34 Ave & 21 St",40.7628138,-73.9342862
"43 St & Broadway",40.7577284,-73.9166368
"W 52 St & 11 Ave",40.76727216,-73.99392888
"Clermont Ave & Lafayette Ave",40.68764484,-73.96968902
"Sterling Pl & Bedford Ave",40.672695,-73.954131
"Adam Clayton Powell Blvd & W 123 St",40.8078316,-73.949373
"W 44 St & 5 Ave",40.75500254,-73.98014437
"Sterling St & Bedford Ave",40.6627059,-73.9569115
"Fulton St & Clermont Ave",40.68415748,-73.96922273
"Riverside Dr & W 104 St",40.8013434,-73.9711457439
"Carlton Ave & Flushing Ave",40.697787,-73.973736
"E 102 St & Park Ave",40.7904828,-73.95033068
"E 106 St & Madison Ave",40.7934337,-73.94945003
"39 St & 2 Ave - Citi Bike HQ at Industry City",40.6553997744783,-74.0106278657913
"34 Ave & 13 St",40.7638753,-73.9364848
"24 St & 41 Ave",40.7527085,-73.9397405
"44 Dr & Jackson Ave",40.74718234,-73.9432635
"35 Ave & 37 St",40.7557327,-73.9236611
"E 84 St & Park Ave",40.77862688,-73.95772073
"Bedford Ave & Bergen St",40.676368,-73.952918
"21 St & Queens Plaza North",40.75325964,-73.94335788
"Banker St & Meserole Ave",40.72606,-73.95621
"Washington Ave & Park Ave",40.69610226,-73.96751037
"Division Ave & Hooper St",40.70691254,-73.95441667
"Pacific St & Classon Ave",40.6791944,-73.9587903
"Schermerhorn St & Court St",40.6910292567797,-73.991833627224
"5 Ave & E 63 St",40.766368,-73.971518
"Henry St & Atlantic Ave",40.69089272,-73.99612349
"7 St & 3 Ave",40.6726029815013,-73.9898300170898
"E 41 St & Madison Ave",40.752165280622,-73.9799219369888
"E 44 St & 2 Ave",40.7511838746328,-73.9713871479034
"Humboldt St & Varet St",40.7031724,-73.940636
"35 St & 34 Ave",40.7580583,-73.9242751
"Willoughby Ave & Walworth St",40.69331716,-73.95381995
"Front St & Maiden Ln",40.70530954,-74.00612572
"Broadway & 12 St",40.7668,-73.9347774
"Fulton St & Utica Ave",40.6794268,-73.9298911
"W 107 St & Columbus Ave",40.7997568,-73.9621128676
"W 110 St & Amsterdam Ave",40.802692,-73.96295
"Macon St & Nostrand Ave",40.6809833854,-73.9500479759
"3 Ave & E 72 St",40.7699426,-73.96060712
"E 66 St & Madison Ave",40.7680088930595,-73.9684528112411
"E 118 St & 1 Ave",40.79747,-73.93504
"Lincoln Pl & Classon Ave",40.6721683,-73.9609
"Clinton St & Union St",40.6831164,-73.99785267
"Broadway & Roebling St",40.7092482627616,-73.9606314897537
"Van Brunt St & Wolcott St",40.6773429,-74.01275056
"Stagg St & Union Ave",40.70877084,-73.95095259
"28 St & 40 Ave",40.7525758,-73.9364281
"Milton St & Franklin St",40.72906,-73.95779
"3 St & Hoyt St",40.6777287,-73.99364123
"Cambridge Pl & Gates Ave",40.68488,-73.96304
"28 St & 41 Ave",40.751047,-73.93797
"2 Ave & E 122 St",40.8006721,-73.9349
"Clinton St & 4 Place",40.6783563,-74.00014502
"Montrose Ave & Bushwick Ave",40.70767788,-73.94016171
"Crescent St & 30 Ave",40.768692,-73.9249574
"Montgomery St & Franklin Ave OLD",40.6661649,-73.9593484
"31 Ave & Crescent St",40.7658346,-73.9265474
"5 Ave & E 103 St",40.7922553,-73.95249933
"Lafayette Ave & St James Pl",40.68851534,-73.9647628
"Lewis Ave & Kosciuszko St",40.69237074,-73.93705428
"E 59 St & Madison Ave",40.76350532,-73.97109243
"Richards St & Delavan St",40.6794327,-74.00785041
"Lexington Ave & E 127 St",40.805726,-73.936322
"12 St & 4 Ave",40.668603,-73.9904394
"Division Ave & Marcy Ave",40.70708701,-73.95796783
"3 Ave & E 71 St",40.76873687,-73.96119945
"Queens Plaza North & Crescent St",40.75110165,-73.94073717
"Broadway & W 41 St",40.75513557,-73.98658032
"Scholes St & Manhattan Ave",40.70870368,-73.9448625
"Lawrence St & Willoughby St",40.69236178,-73.98631746
"Riverside Dr & W 82 St",40.78720869,-73.98128127
"21 St & Hoyt Ave S",40.774645,-73.923706
"Madison Ave & E 82 St",40.7781314,-73.96069399
"Throop Ave & Myrtle Ave",40.69622937,-73.94371094
"Congress St & Clinton St",40.6881529,-73.99520919
"Lewis Ave & Decatur St",40.6814598,-73.934903
"W 116 St & Amsterdam Ave",40.8067581,-73.9607082
"Frost St & Meeker St",40.71764,-73.94882
"Franklin Ave & Myrtle Ave",40.694546087246,-73.9580136537552
"3 Ave & E 112 St",40.795508,-73.941606
"Adam Clayton Powell Blvd & W 115 St",40.802535,-73.9532423
"34 St & 35 Ave",40.7569332,-73.9262231
"Broadway & W 38 St",40.75299641,-73.98721619
"Mt Morris Park W & W 120 St",40.804038,-73.945925
"Crescent St & 34 Ave",40.76108,-73.930562
"Morningside Dr & Amsterdam Ave",40.81028506306,-73.9573645591736
"Duffield St & Willoughby St",40.69221589,-73.9842844
"Marcus Garvey Blvd & Macon St",40.682601,-73.938037
"Park Ave & Marcus Garvey Blvd",40.698617,-73.941342
"Broadway & W 58 St",40.76695317,-73.98169333
"McKibbin St & Manhattan Ave",40.70510918,-73.94407279
"W 120 St & Claremont Ave",40.8109494,-73.9634
"E 106 St & Lexington Ave",40.791976,-73.945993
"Ditmars Blvd & 19 St",40.78145,-73.9183302
"Old Slip & Front St",40.7037992,-74.00838676
"Jackson Ave & 46 Rd",40.74524768,-73.94733276
"W 55 St & 6 Ave",40.763093872708,-73.9783501625061
"Dean St & Hoyt St",40.6864442,-73.98759104
"N 11 St & Wythe Ave",40.72153267,-73.95782357
"Concord St & Bridge St",40.69766564,-73.98476437
"Broadway & W 56 St",40.7652654,-73.98192338
"E 47 St & 1 Ave",40.75206862,-73.96784384
"Centre St & Chambers St",40.71273266,-74.0046073
"Adam Clayton Powell Blvd & W 118 St",40.804372,-73.951475
"Broadway & W 53 St",40.76344058,-73.98268129
"49 Ave & 21 St",40.74252,-73.948852
"Henry St & W 9 St [old]",40.6763744,-74.00324957
"4 Ave & 2 St",40.6746134224758,-73.9850114285946
"E 106 St & 1 Ave",40.7892529,-73.93956237
"Broadway & W 51 St",40.76228826,-73.98336183
"Broadway & W 49 St",40.7606832709659,-73.9845272898674
"Smith St & 3 St",40.6787242,-73.99599099
"W 52 St & 6 Ave",40.7613298312481,-73.9798200130463
"Atlantic Ave & Furman St",40.69165183,-73.9999786
"Bayard St & Leonard St",40.7191557169604,-73.9488539099693
"35 Ave & 10 St",40.7631548191037,-73.9398550987244
"2 Ave & 36 St - Citi Bike HQ at Industry City",40.6570886666848,-74.0087020397186
"Astoria Park S & Shore Blvd",40.7767,-73.927631
"E 118 St & 3 Ave",40.799139,-73.9389152
"Lexington Ave & E 120 St",40.8013066,-73.9398167
"Pioneer St & Richards St",40.6777748,-74.0094613
"E 116 St & 2 Ave",40.796879,-73.937261
"Pleasant Ave & E 120 St",40.7974772,-73.9311847
"E 115 St & Madison Ave",40.7989445,-73.944846
"Frederick Douglass Blvd & W 129 St",40.8125511,-73.9492286
"Newton Rd & 44 St",40.7595701,-73.9142678
"E 115 St & Lexington Ave",40.797911,-73.9423
"E 114 St & 1 Ave",40.7945663,-73.9362541
"Coffey St & Conover St",40.677236,-74.015665
"28 St & 36 Ave",40.757186,-73.932719
"Vernon Blvd & 31 Ave",40.7692475,-73.9354504
"Van Dyke St & Van Brunt St",40.6758162252283,-74.0148818492889
"Crescent St & 35 Ave",40.7596276,-73.9321455
"45 Rd & 11 St",40.74708586,-73.94977234
"31 St & Thomson Ave",40.74469738,-73.93540375
"Pulaski St & Marcus Garvey Blvd",40.6933982,-73.939877
"5 Ave & E 126 St",40.80698,-73.941747
"India St & West St",40.7318140172097,-73.9599502086639
"E 123 St & Lexington Ave",40.8029263,-73.9379
"Sands St & Navy St",40.699773,-73.979927
"Tompkins Ave & Hopkins St",40.69957608,-73.94708417
"Vernon Blvd & 41 Rd",40.7552433,-73.9485678
"37 St & 24 Ave",40.7701477,-73.9120938
"Dwight St & Van Dyke St",40.673635513415,-74.0119555592537
"Marcy Ave & Lafayette Ave",40.6900815,-73.947915
"E 118 St & Park Ave",40.8005385,-73.9419949
"Nostrand Ave & Myrtle Ave",40.69527008,-73.95238108
"Columbia St & Lorraine St",40.6747055,-74.0075572
"Amsterdam Ave & W 125 St",40.813358,-73.956461
"Vernon Blvd & 30 Rd",40.770845,-73.934171
"E 97 St & 3 Ave",40.7859201,-73.94860294
"Jackson St & Leonard St",40.7163803197356,-73.9482128620148
"Union Ave & Wallabout St",40.70029511,-73.95032283
"Adam Clayton Powell Blvd & W 126 St",40.8094953477795,-73.9477649331093
"31 Ave & 14 St",40.7682,-73.9322662
"30 Ave & 21 St",40.7703743,-73.9286078
"Steinway St & 23 Ave",40.7713937,-73.9077436
"9 St & 44 Rd",40.74966,-73.9521
"Wolcott St & Dwight St",40.6753274,-74.0100698
"Center Blvd & Borden Ave",40.74161,-73.96044
"31 St & Northern Blvd",40.7518695142187,-73.933492898941
"Commerce St & Van Brunt St",40.6812117,-74.00860912
"48 Ave & 30 Pl",40.7412830935599,-73.9372587203979
"10 Hudson Yards",40.752957,-74.00264
"47 Ave & 31 St",40.743,-73.93561
"48 Ave & 5 St",40.7443632870669,-73.9558732509613
"21 St & 43 Ave",40.75052534,-73.94594845
"NYCBS Depot - STY - Garage 4",40.7303801,-73.9747502
"23 Ave & 27 St",40.776165,-73.9153175
"Sullivan Pl & Bedford Ave",40.6642406,-73.9574686
"27 Ave & 4 St",40.7747175,-73.9337894
"11 St & 35 Ave",40.7627442,-73.9391141
"Railroad Ave & Kay Ave",40.70531194,-73.97100056
"Clinton St & Centre St",40.67434,-74.00194698
"W 18 St & 9 Ave",40.74353,-74.00368
"Henry St & Bay St",40.67251,-74.00495
"3 Ave & E 100 St",40.78772,-73.94728
"11 St & 43 Ave",40.75191,-73.94791
"27 Ave & 9 St",40.77398,-73.93091
"Crown St & Bedford Ave",40.66656,-73.95674
"Carroll St & Franklin Ave",40.66794,-73.9588
"40 Ave & 9 St",40.75742,-73.94513
"Broad St & Bridge St",40.70365,-74.01168
"Riverside Dr & W 91 St",40.79313,-73.977
"W 13 St & 6 Ave",40.73649,-73.99704
"8D QC Station 01",45.50636,-73.56946
"NYCBS Depot - GOW",40.66906,-73.99464
"W 13 St & 7 Ave",40.73782,-73.99995
"21 St & 38 Ave",40.75763,-73.93912
"Bressler",40.64654,-74.01659
"W 13 St & 5 Ave",40.73544,-73.99454
"Montgomery St & Franklin Ave",40.66644,-73.96056
"W 17 St & 9 Ave",40.74295,-74.00414
"8D Mobile 01",45.50626,-73.56891
"E 2 St & Avenue A",40.72308,-73.98584
"NYCBS Depot - RIS",40.72521,-73.97472
"W 16 St & 8 Ave",40.74102,-74.00138
"Sterling Pl & 7 Ave",40.67716,-73.97383
"W 129 St & Convent Ave",40.81439,-73.95325
"NYCBS Depot - PIT",40.71691,-73.98384
"North Moore St & Greenwich St",40.7202,-74.0103
"E 3 St & 1 Ave",40.72468,-73.98783
"Fulton St & William St",40.70956,-74.00654
"31 Ave & Steinway St",40.76129,-73.91692
"E 58 St & Madison Ave",40.76303,-73.9721
"5 St & 51 Ave",40.74237,-73.9566
"Prototype Lab Motivate Headquarters",40.6566,-74.00849
"GOW Tech Shop",40.6698,-73.99498
"Leonard St & Nassau Ave",40.72396,-73.94984
"E 98 St & Park Ave",40.78813,-73.95206
"Henry St & W 9 St",40.6763,-74.00314
"NYCBS DEPOT - DELANCEY",40.71644,-73.98233
"Apache",40.66977,-73.99474
"E 81 St & 2 Ave",40.77478,-73.95427
"Jay St & York St",40.7014,-73.98673
"Lenox Ave & W 117 St",40.80256,-73.94908
"E 43 St & 5 Ave",40.75412,-73.98025
"Dean St & Franklin Ave",40.67759,-73.95564
"Soissons Landing",40.69232,-74.01487
"Yankee Ferry Terminal",40.68693,-74.01697
"Picnic Point",40.68513,-74.02535
"3 Ave & E 95 St",40.7846,-73.94969
"NYCBS Depot BAL - DYR",40.75903,-73.99386
"Smart Cities Conference",40.71015,-73.98454
"W 12 St & W 4 St",40.73756,-74.00398
"Van Brunt St & Van Dyke St",40.67583,-74.01473
"32 St & 30 Ave",40.76643,-73.92063
"Prospect Park - 5 Year Anniversary Celebration",40.66065,-73.96459
"Gansevoort St & Hudson St",40.73945,-74.00507
"3 Ave & Schermerhorn St",40.68683,-73.97968
"8D OPS 01",40.66291,-73.99972
"E 33 St & 1 Ave",40.74323,-73.9745
"2 Ave & E 55 St",40.75792,-73.96638
"W 104 St & Amsterdam Ave",40.79904,-73.96649
"28 Ave & 44 St",40.76409,-73.91065
"5 St & Market St",40.7,-73.9744
"N 11 St & Kent Ave",40.72248,-73.95922
"Park Pl & Church St",40.71334,-74.00936
"E 71 St & 2 Ave",40.76818,-73.9591
"E 5 St & 2 Ave",40.72687,-73.98919
"W 64 St & Thelonious Monk Circle",40.77516,-73.98919
"W 50 St & 9 Ave",40.7636,-73.98918
"E 87 St & 3 Ave",40.77941,-73.95334
"Cliff St & Fulton St",40.70832,-74.00504
"Thompson St & Bleecker St",40.7284,-73.99969
"47 Ave & Skillman Ave",40.74375,-73.94176
"W 45 St & 6 Ave",40.7568,-73.98291
"Frederick Douglass Blvd & W 115 St",40.80387,-73.95593
"E 77 St & 3 Ave",40.77314,-73.95856
"Broadway & W 24 St",40.74235,-73.98915
"8 Ave & W 16 St",40.74098,-74.0017
"7 Ave & Park Pl",40.67761,-73.97324
"9 Ave & W 18 St",40.74317,-74.00366
"JSQ Don't Use",0,0
"WS Don't Use",0,0
"W 17 St & 8 Ave",40.74178,-74.0015
"S 5 Pl & S 4 St",40.71045,-73.96088
"Norman Ave & Leonard St",40.72577,-73.95074
"Greenwich St & Hubert St",40.72132,-74.01006
"Hs Don't Use",40.71925,-74.03423
"Expansion Warehouse 333 Johnson Ave",40.70773,-73.93452
"Pacific St & Bedford Ave",40.67777,-73.95293
"E 40 St & 5 Ave",40.75206,-73.98163
"W 37 St & Broadway",40.75227,-73.98771
"Convent Ave & W 129 St",40.81413,-73.95301
"NYCBS Depot - 3AV",40.67013,-73.99231
"Paulus Hook",40.71415,-74.03355
"Essex Light Rail",40.71277,-74.03649
"York St",40.71649,-74.04105
"Morris Canal",40.71242,-74.03853
"Liberty Light Rail",40.71124,-74.0557
"City Hall",40.71773,-74.04385
"Grove St PATH",40.71959,-74.04312
"Grand St",40.71518,-74.03768
"Hamilton Park",40.7276,-74.04425
"Sip Ave",40.73074,-74.06378
"Van Vorst Park",40.71849,-74.04773
"Heights Elevator",40.74872,-74.04044
"Marin Light Rail",40.71458,-74.04282
"Exchange Place",40.71625,-74.03346
"JCBS Depot",40.70965,-74.0686
"Riverview Park",40.74432,-74.04399
"Columbus Drive",40.71836,-74.03891
"Newport Pkwy",40.72874,-74.03211
"Bike Mechanics at Riis Room A",40.72523,-73.97469
"Washington St",40.72429,-74.03548
"Newport PATH",40.72722,-74.03376
"Union St",40.71821,-74.08364
"Jersey & 6th St",40.72529,-74.04557
"Lafayette Park",40.71346,-74.06286
"Bike Mechanics at Riis Room B",40.67233,-73.99706
"Fairmount Ave",40.72573,-74.07196
"Warren St",40.72112,-74.03805
"Harborside",40.71925,-74.03423
"Dey St",40.73771,-74.06692
"Newark Ave",40.72153,-74.0463
"Leonard Gordon Park",40.74591,-74.05727
"5 Corners Library",40.73496,-74.0595
"Brunswick St",40.72418,-74.05066
"Dixon Mills",40.72163,-74.04997
"JC Medical Center",40.71654,-74.04964
"Reed St & Van Brunt St",40.67478,-74.01613
"Astor Place",40.71928,-74.07126
"Monmouth and 6th",40.72569,-74.04879
"Communipaw & Berry Lane",40.71436,-74.06661
"Pathmark Depot",40.67233,-73.99706
